,Epochs,Current_State,Pit_Position,Goal_Position,Wall_Position,Action,Reward,Next_State,Epsilon_Boolean,Q_Max,Q1_Current,Q2_Current,Q3_Current,Q4_Current,Q1_Next,Q2_Next,Q3_Next,Q4_Next,Q_Next_Max,Y
24254,2765,4,3,0,14,0,10,0,0,10.21233081817627,10.21233081817627,5.321590423583984,7.055615425109863,6.709161758422852,7.800772190093994,6.663945198059082,7.6435699462890625,6.189244270324707,7.800772190093994,10.0
24255,2766,15,5,3,0,2,-1,14,0,5.57781982421875,3.251100778579712,2.92566442489624,5.57781982421875,2.860302686691284,4.855463027954102,4.117290496826172,4.7511515617370605,4.817328453063965,4.855463027954102,3.3699167251586912
24260,2766,14,5,3,0,0,-1,10,0,4.853618621826172,4.853618621826172,4.113617420196533,4.701980113983154,4.754053592681885,4.940976142883301,4.443563938140869,6.0338664054870605,5.237595081329346,6.0338664054870605,4.4304797649383545
24261,2766,10,5,3,0,2,-1,9,0,5.800711154937744,4.864316940307617,4.391500473022461,5.800711154937744,5.143673419952393,0.5009639263153076,0.2645969986915588,2.9470012187957764,3.342728853225708,3.342728853225708,2.0084559679031373
24263,2767,6,15,4,13,2,-1,5,0,7.659422397613525,5.091646194458008,4.073207378387451,7.659422397613525,3.4225032329559326,4.847133636474609,5.100844860076904,10.266409873962402,6.666447639465332,10.266409873962402,8.239768886566162
24270,2768,15,3,10,6,0,-1,11,0,9.344538688659668,9.344538688659668,6.843195915222168,8.332998275756836,7.7677130699157715,7.676299571990967,6.732181072235107,9.62637424468994,7.621121406555176,9.62637424468994,7.663736820220947
24272,2769,9,10,15,7,1,-1,13,0,3.5425004959106445,1.8833051919937132,3.5425004959106445,0.6850237846374512,-5.934945583343506,2.3455922603607178,4.062627792358398,2.7524523735046387,5.461170673370361,5.461170673370361,3.915053606033325
24274,2769,14,10,15,7,3,10,15,0,8.137005805969238,1.380711317062378,4.807065010070801,5.271316051483154,8.137005805969238,1.1169660091400146,4.046781539916992,4.724094867706299,4.295722007751465,4.724094867706299,10.0
24276,2770,0,10,2,7,3,-1,1,0,7.7135844230651855,5.917296886444092,4.833765983581543,5.339402198791504,7.7135844230651855,8.133672714233398,6.183377265930176,6.900494575500488,10.146580696105955,10.146580696105955,8.131922626495362
24277,2770,1,10,2,7,3,10,2,0,10.240216255187988,8.22821044921875,6.290613651275635,6.963714122772217,10.240216255187988,6.49532413482666,5.882623195648193,6.59183931350708,8.103316307067871,8.103316307067871,10.0
24279,2771,10,7,13,5,1,-1,14,0,7.130880355834961,0.282620906829834,7.130880355834961,6.130326747894287,5.694194793701172,4.202327251434326,6.625617504119873,9.993310928344728,7.206047058105469,9.993310928344728,7.993979835510254
24280,2771,14,7,13,5,2,10,13,0,10.134115219116213,4.238369941711426,6.698027610778809,10.134115219116213,7.294039249420166,4.619327545166016,5.992282867431641,4.143293857574463,6.070113658905029,6.070113658905029,10.0
24281,2772,4,12,7,10,3,-1,5,0,5.227296352386475,3.5448548793792725,3.139749050140381,3.3040692806243896,5.227296352386475,3.964644432067871,2.94313907623291,4.6458611488342285,7.6950178146362305,7.6950178146362305,5.925516033172608
24282,2772,5,12,7,10,3,-1,6,0,7.680466651916504,3.9585256576538086,2.939662456512451,4.661259174346924,7.680466651916504,7.401608467102051,5.818411350250244,6.68217658996582,10.471360206604004,10.471360206604004,8.424224185943604
24283,2772,6,12,7,10,3,10,7,0,10.444829940795898,7.390843868255615,5.810717105865479,6.696377277374268,10.444829940795898,9.527130126953123,8.620368957519531,7.986291408538818,9.669641494750977,9.669641494750977,10.0
24284,2773,11,6,14,2,1,-1,15,0,6.333559989929199,2.51296329498291,6.333559989929199,4.880514621734619,3.086911916732788,4.929202556610107,7.749290466308594,9.77216911315918,4.812275409698486,9.77216911315918,7.794952201843262
24286,2773,15,6,14,2,2,10,14,0,9.755672454833984,4.8596696853637695,7.782453060150146,9.755672454833984,4.872440338134766,3.542435884475708,6.482968807220459,8.109381675720215,7.755841255187988,8.109381675720215,10.0
24289,2774,5,0,8,2,1,-1,9,0,7.794651031494141,3.618141651153565,7.794651031494141,6.07442569732666,4.423409461975098,6.4601359367370605,6.27496337890625,10.177837371826172,6.335909843444824,10.177837371826172,8.160053634643555
24290,2774,9,0,8,2,2,10,8,0,10.17243194580078,6.408297061920166,6.257147312164307,10.17243194580078,6.331964015960693,5.703842639923096,6.4378204345703125,7.355403423309326,7.185487747192383,7.355403423309326,10.0
24291,2775,1,12,0,14,2,10,0,0,9.653039932250977,8.678485870361328,6.378269195556641,9.653039932250977,5.97296667098999,7.432144641876221,6.690793991088867,6.986660480499268,6.032097816467285,7.432144641876221,10.0
24293,2777,12,11,14,8,3,-1,13,0,7.419483184814453,-2.4127368927001958,2.7135958671569824,1.5509662628173828,7.419483184814453,3.829460620880127,5.26024341583252,3.571005582809448,10.393722534179688,10.393722534179688,8.35435028076172
24299,2779,13,5,0,11,0,-1,9,0,4.769993305206299,4.769993305206299,2.107522964477539,1.7858664989471436,2.3961682319641118,-0.3747549057006836,0.7551528215408325,3.822673797607422,2.958738327026367,3.822673797607422,2.44040641784668
24300,2779,9,5,0,11,2,-1,8,0,3.863637208938599,-0.3242008090019226,0.7839610576629639,3.863637208938599,3.003882884979248,7.284881591796875,0.8867144584655762,3.849852323532105,2.850302696228028,7.284881591796875,5.556393432617187
24301,2779,8,5,0,11,0,-1,4,0,7.326302051544189,7.326302051544189,0.9263837933540344,3.884105682373047,2.899847507476806,9.749693870544434,2.554778575897217,5.756033897399902,6.052163124084473,9.749693870544434,7.77472448348999
24302,2779,4,5,0,11,0,10,0,0,9.764995574951172,9.764995574951172,2.592883586883545,5.778115749359131,6.062016487121582,7.692255973815918,4.504275798797607,6.718372344970703,6.189072608947754,7.692255973815918,10.0
24306,2781,9,3,4,0,0,-1,5,0,8.922483444213867,8.922483444213867,4.880161762237549,8.322976112365723,5.162078857421875,4.550918102264404,5.618819236755371,10.053312301635742,5.5398850440979,10.053312301635742,8.047981071472169
24307,2781,5,3,4,0,2,10,4,0,10.04348850250244,4.574150085449219,5.684037685394287,10.04348850250244,5.575324058532715,7.579667091369629,8.24316692352295,7.161672115325928,6.76637601852417,8.24316692352295,10.0
24309,2782,1,4,15,8,3,-1,2,0,5.535064697265625,2.8842461109161377,3.96703052520752,1.8372023105621336,5.535064697265625,3.581733226776123,4.215192794799805,3.675931453704834,4.916218280792236,4.916218280792236,3.424596452713013
24310,2782,2,4,15,8,3,-1,3,0,4.924472332000732,3.624667644500733,4.221473217010498,3.679316282272339,4.924472332000732,4.135054588317871,5.405522346496582,5.013371467590332,4.750910758972168,5.405522346496582,3.864970111846924
24314,2782,3,4,15,8,1,-1,7,0,5.424642086029053,4.238010406494141,5.424642086029053,5.051523208618164,4.710277557373047,4.805719375610352,7.864843368530273,5.259283065795898,7.437256336212158,7.864843368530273,6.0783590316772464
24327,2784,14,4,15,13,3,10,15,0,9.809369087219238,5.921164989471436,7.153600215911865,5.061892986297607,9.809369087219238,6.154346466064453,8.180798530578613,7.781263828277588,6.1790618896484375,8.180798530578613,10.0
24328,2785,7,6,5,4,2,-10,6,0,0.8138397336006165,-0.5910593271255493,-0.487242043018341,0.8138397336006165,0.0064071826636791,3.51483154296875,1.545006513595581,6.620402812957764,-0.3312532603740692,6.620402812957764,-4.0416374683380125
24336,2786,9,13,7,10,3,-1,9,0,5.462573528289795,5.292169094085693,-4.21613359451294,4.535326480865479,5.462573528289795,5.334050178527832,-4.072160243988037,4.571325302124023,5.473937034606934,5.473937034606934,3.9265433311462408
24337,2786,9,13,7,10,0,-1,5,0,5.326217651367188,5.326217651367188,-4.089715957641602,4.531599521636963,5.213256359100342,4.934723854064941,2.718871831893921,5.839878559112549,8.059776306152344,8.059776306152344,6.2537986755371096
