,Current_State,Pit_Position,Goal_Position,Wall_Position,Q_Max,level_5,Action
4268,2,5,10,0,7.652503967285156,0,1
4270,2,5,10,8,6.988579273223877,0,1
4271,2,5,10,12,7.496487617492676,0,1
4272,2,5,10,15,8.278058052062988,0,1
4273,2,5,11,3,5.746858596801758,0,1
4274,2,5,11,12,9.736552238464355,0,1
4275,2,5,11,14,5.431612014770508,0,1
4276,2,5,13,7,1.9220740795135498,0,1
4277,2,5,15,7,4.521934509277344,0,1
4278,2,5,15,14,2.6639492511749268,0,1
4279,2,6,0,12,-5.329789161682129,0,1
4280,2,6,10,0,5.115285873413086,0,1
4281,2,6,11,10,4.575638771057129,0,1
4282,2,6,13,7,0.21857918798923492,0,1
4283,2,7,3,13,7.426253795623779,0,1
4284,2,7,4,1,4.392370223999023,0,1
4289,2,7,5,8,7.8862457275390625,0,1
4290,2,7,8,13,5.721442222595215,0,1
4291,2,7,9,1,4.588502407073975,0,1
4292,2,7,10,0,8.431391716003418,0,1
4293,2,7,11,4,4.934401035308838,0,1
4294,2,7,11,5,5.076021671295166,0,1
4295,2,7,11,13,5.05390739440918,0,1
4296,2,7,13,11,4.666745662689209,0,1
4297,2,7,14,3,7.217563629150391,0,1
4298,2,7,14,10,4.313685894012451,0,1
4301,2,7,15,10,2.0506744384765625,0,1
4303,2,7,15,11,1.3530445098876953,0,1
4304,2,7,15,13,-0.4169027507305145,0,1
4305,2,8,5,9,7.605731964111328,0,1
4306,2,8,5,13,7.1387858390808105,0,1
4307,2,8,6,5,9.919692993164062,0,1
4308,2,8,6,7,9.056809425354004,0,1
4310,2,8,9,1,6.09150505065918,0,1
4311,2,8,9,3,3.2034542560577393,0,1
4314,2,8,9,5,6.465817928314209,0,1
4315,2,8,9,14,5.975345611572266,0,1
4316,2,8,10,5,4.148242473602295,0,1
4317,2,8,10,13,8.38804817199707,0,1
4318,2,8,11,0,5.923976421356201,0,1
4319,2,8,11,3,6.139033794403076,0,1
4320,2,8,11,15,5.7416582107543945,0,1
4321,2,8,12,13,4.227431297302246,0,1
4322,2,8,12,14,2.972069025039673,0,1
4323,2,8,13,1,4.506682395935059,0,1
4324,2,8,13,5,2.954996347427368,0,1
4325,2,8,13,7,4.828312397003174,0,1
4326,2,8,13,9,1.7875293493270874,0,1
4327,2,8,13,11,4.882032871246338,0,1
4329,2,8,14,4,6.597269535064697,0,1
4330,2,8,14,9,5.070213794708252,0,1
4332,2,8,15,7,-4.101585865020752,0,1
4333,2,8,15,10,3.8331410884857178,0,1
4334,2,8,15,12,4.743444919586182,0,1
4336,2,8,15,14,4.742467880249023,0,1
4342,2,9,0,5,0.6695051193237305,0,1
4346,2,9,1,11,3.6665163040161133,0,1
4349,2,9,5,1,3.650404691696167,0,1
4350,2,9,6,1,10.460489273071289,0,1
4351,2,9,6,3,10.290802001953125,0,1
4353,2,9,6,7,10.836413383483887,0,1
4354,2,9,6,10,9.57301139831543,0,1
4355,2,9,6,13,10.690027236938477,0,1
4356,2,9,7,0,7.200719833374023,0,1
4357,2,9,7,5,0.607419490814209,0,1
4359,2,9,7,8,9.311806678771973,0,1
4366,2,9,7,10,11.384940147399902,0,1
4367,2,9,7,12,9.494232177734375,0,1
4368,2,9,7,15,1.0439897775650024,0,1
4372,2,9,8,5,6.6237406730651855,0,1
4373,2,9,10,7,6.389787197113037,0,1
4375,2,9,10,11,7.987436294555664,0,1
4376,2,9,11,5,8.829290390014648,0,1
4381,2,9,12,4,-2.5094516277313232,0,1
4382,2,9,12,8,2.2609262466430664,0,1
4383,2,9,13,7,6.142194747924805,0,1
4384,2,9,14,3,2.646794080734253,0,1
4385,2,9,14,7,-6.550241947174072,0,1
4386,2,9,15,5,6.266773223876953,0,1
4387,2,10,1,0,10.844314575195312,0,1
4388,2,10,4,13,4.36962890625,0,1
4389,2,10,5,0,7.057438850402832,0,1
4390,2,10,6,5,8.224595069885254,0,1
4392,2,10,6,12,9.855026245117188,0,1
4393,2,10,7,0,8.203536987304688,0,1
4394,2,10,7,11,5.316625118255615,0,1
4395,2,10,9,3,6.64398193359375,0,1
4396,2,10,9,7,3.5413084030151367,0,1
4398,2,10,11,7,1.4283400774002075,0,1
4399,2,10,11,8,4.318567276000977,0,1
4401,2,10,12,5,0.7892423868179321,0,1
4402,2,10,13,3,3.5667972564697266,0,1
4406,2,10,13,4,3.4847350120544434,0,1
4407,2,10,14,4,4.981199264526367,0,1
4408,2,10,14,7,4.904047966003418,0,1
4409,2,10,15,3,5.447028636932373,0,1
4411,2,10,15,8,2.152289628982544,0,1
4412,2,10,15,13,2.212780714035034,0,1
4413,2,11,4,1,4.098272323608398,0,1
4420,2,11,4,5,5.405080318450928,0,1
4421,2,11,4,14,6.626778602600098,0,1
4422,2,11,5,8,10.016534805297852,0,1
4423,2,11,6,5,8.12074089050293,0,1
4425,2,11,6,7,8.237271308898926,0,1
4426,2,11,6,14,9.682208061218262,0,1
4427,2,11,7,8,8.526188850402832,0,1
4428,2,11,7,12,6.666861534118652,0,1
4429,2,11,7,14,5.956679344177246,0,1
4430,2,11,8,5,8.719743728637695,0,1
4432,2,11,10,4,8.97743034362793,0,1
4433,2,11,10,8,7.557915210723877,0,1
4434,2,11,12,8,3.7243900299072266,0,1
4435,2,11,12,9,4.765281677246094,0,1
4436,2,11,13,0,4.653578758239746,0,1
4437,2,11,13,10,3.4723808765411377,0,1
4438,2,12,5,1,8.519903182983398,0,1
4439,2,12,6,5,9.397453308105469,0,1
4440,2,12,6,14,8.668055534362793,0,1
4441,2,12,7,11,8.329533576965332,0,1
4442,2,12,8,11,2.966758966445923,0,1
4443,2,12,9,1,6.312073707580566,0,1
4444,2,12,10,4,8.428749084472656,0,1
4445,2,12,10,5,7.592306613922119,0,1
4446,2,12,10,11,9.315109252929688,0,1
4448,2,12,11,14,4.689995288848877,0,1
4449,2,12,14,13,6.359313011169434,0,1
4450,2,12,15,8,7.907186508178711,0,1
4451,2,13,4,5,7.403118133544922,0,1
4453,2,13,5,1,8.191167831420898,0,1
4454,2,13,5,11,8.915742874145508,0,1
4455,2,13,6,3,8.3175630569458,0,1
4456,2,13,6,9,9.529237747192383,0,1
4457,2,13,7,5,-4.642600059509277,0,1
4462,2,13,9,8,7.434029579162598,0,1
4463,2,13,9,11,-4.079926490783691,0,1
4464,2,13,10,5,6.0740251541137695,0,1
4465,2,13,10,8,8.23029899597168,0,1
4466,2,13,11,0,5.1232404708862305,0,1
4468,2,13,11,8,5.345851898193359,0,1
4469,2,13,11,9,7.461299419403076,0,1
4470,2,13,11,14,3.323244571685791,0,1
4471,2,13,14,5,5.5230584144592285,0,1
4472,2,13,15,1,4.410383224487305,0,1
4473,2,13,15,9,5.018113136291504,0,1
4474,2,13,15,11,3.5464913845062256,0,1
4475,2,14,4,8,6.531489372253418,0,1
4476,2,14,6,0,9.020161628723145,0,1
4477,2,14,6,1,8.147886276245117,0,1
4478,2,14,6,7,9.3607177734375,0,1
4479,2,14,6,12,10.540678977966309,0,1
4480,2,14,7,3,7.559377193450928,0,1
4481,2,14,7,8,8.261415481567383,0,1
4482,2,14,7,9,9.09807014465332,0,1
4484,2,14,7,11,7.46711540222168,0,1
4485,2,14,10,4,7.5559539794921875,0,1
4486,2,14,10,8,7.666856288909912,0,1
4487,2,14,10,11,6.863619327545166,0,1
4488,2,14,11,0,6.121211528778076,0,1
4490,2,14,11,7,2.8590104579925537,0,1
4491,2,14,13,5,3.9380719661712646,0,1
4492,2,14,13,11,5.384803295135498,0,1
4493,2,14,15,5,0.3903675973415375,0,1
4496,2,15,0,3,6.335403919219971,0,1
4501,2,15,0,12,0.7565783262252808,0,1
4503,2,15,4,5,6.0340800285339355,0,1
4504,2,15,6,3,10.72783088684082,0,1
4505,2,15,6,7,10.41447925567627,0,1
4506,2,15,6,8,10.46371078491211,0,1
4507,2,15,7,8,8.150810241699219,0,1
4508,2,15,7,9,3.896322727203369,0,1
4509,2,15,9,0,6.269167900085449,0,1
4510,2,15,9,5,6.714580535888672,0,1
4511,2,15,9,12,6.864427089691162,0,1
4512,2,15,10,1,9.36191177368164,0,1
4513,2,15,10,3,9.753533363342285,0,1
4518,2,15,10,4,7.694118499755859,0,1
4519,2,15,10,5,4.451727867126465,0,1
4520,2,15,10,7,10.025463104248047,0,1
4523,2,15,10,13,-3.590972661972046,0,1
4524,2,15,11,0,6.1733198165893555,0,1
4525,2,15,11,3,6.575051784515381,0,1
4526,2,15,11,9,6.409071445465088,0,1
4528,2,15,13,5,4.800002574920654,0,1
4529,2,15,14,5,5.501995086669922,0,1
4530,2,15,14,9,4.63848876953125,0,1
4531,3,0,1,5,-0.04960699379444122,0,2
4532,3,0,2,1,6.436257839202881,0,2
4533,3,0,2,4,10.632960319519043,0,2
4534,3,0,4,5,0.26928195357322693,0,2
4537,3,0,6,1,10.151689529418945,0,2
4538,3,0,6,15,7.096599102020264,0,2
4540,3,0,9,4,5.888629913330078,0,2
4541,3,0,9,6,3.88763689994812,0,2
4542,3,0,9,7,4.937229633331299,0,2
4552,3,1,5,0,4.524899959564209,0,2
4553,3,1,5,11,4.877697467803955,0,2
4554,3,1,8,7,2.5574326515197754,0,2
4558,3,1,10,12,6.961909770965576,0,2
4559,3,2,0,6,2.9123172760009766,0,2
4560,3,2,1,14,7.587751865386963,0,2
4561,3,2,4,9,3.7497363090515137,0,2
4563,3,2,9,8,5.312417030334473,0,2
4564,3,2,12,0,1.0223053693771362,0,2
4568,3,4,2,6,10.479947090148926,0,2
4570,3,4,5,6,1.7576713562011719,0,2
4571,3,4,5,15,7.051526069641113,0,2
4572,3,4,6,7,6.7091779708862305,0,2
4576,3,4,10,14,1.1772884130477905,0,2
4578,3,4,13,7,4.361799716949463,0,2
4584,3,5,0,6,6.287193298339844,0,2
4586,3,5,1,8,8.192051887512207,0,2
4587,3,5,1,9,5.9060773849487305,0,2
4588,3,5,1,12,8.667621612548828,0,2
4590,3,5,2,11,10.540624618530273,0,2
4591,3,5,4,6,4.100637435913086,0,2
4593,3,5,4,10,5.273802280426025,0,2
4594,3,5,4,13,6.386619567871094,0,2
4595,3,5,6,7,7.811423301696777,0,2
4596,3,5,9,4,5.415579795837402,0,2
4600,3,6,0,11,5.339288234710693,0,2
4601,3,6,0,13,4.5587382316589355,0,2
4604,3,6,1,5,8.715727806091309,0,2
4605,3,6,1,7,5.602468967437744,0,2
4607,3,6,1,8,8.108637809753418,0,2
4610,3,6,2,1,9.150251388549805,0,2
4611,3,6,2,10,4.942395210266113,0,2
4612,3,6,2,12,10.122856140136719,0,2
4613,3,6,2,13,9.640968322753906,0,2
4615,3,6,2,14,9.187932014465332,0,2
4617,3,6,4,7,6.549535751342773,0,2
4618,3,6,5,14,5.223058700561523,0,2
4621,3,6,9,1,4.268067836761475,0,2
4626,3,6,12,5,2.359639883041382,0,2
4628,3,6,14,7,4.072423458099365,0,2
4630,3,7,0,12,5.677279472351074,0,2
4631,3,7,2,13,8.471017837524414,0,2
4632,3,7,2,14,6.641709327697754,0,2
4633,3,7,2,15,11.564775466918945,0,2
4634,3,7,4,0,6.115793704986572,0,2
4635,3,7,4,1,2.5024795532226562,0,2
4638,3,7,5,8,5.33053731918335,0,2
4639,3,7,5,11,7.093564033508301,0,2
4640,3,7,8,0,3.712885618209839,0,2
4641,3,7,8,12,3.845235586166382,0,2
4642,3,7,11,5,4.655224800109863,0,2
4643,3,7,12,1,0.07615718990564346,0,2
4644,3,7,12,13,-0.9763693809509277,0,2
4645,3,7,14,10,0.7183257341384888,0,2
4646,3,8,0,7,6.864516258239746,0,2
4647,3,8,1,4,8.939996719360352,0,2
4648,3,8,1,7,7.349323749542236,0,2
4650,3,8,1,10,7.636331081390381,0,2
4651,3,8,2,6,7.189708232879639,0,2
4652,3,8,2,9,8.022357940673828,0,2
4654,3,8,4,9,4.421352386474609,0,2
4657,3,8,5,9,7.447738170623779,0,2
4660,3,8,9,1,4.2793474197387695,0,2
4662,3,8,9,5,1.3869441747665405,0,2
4663,3,8,12,9,-0.09727855026721954,0,2
4664,3,8,12,10,2.111905574798584,0,2
4665,3,8,13,6,-5.9743499755859375,0,2
4666,3,8,13,7,4.108279705047607,0,2
4667,3,8,13,10,2.842233657836914,0,2
4670,3,9,0,1,5.727605819702148,0,2
4672,3,9,0,11,8.161271095275879,0,2
4673,3,9,0,12,6.159270763397217,0,2
4676,3,9,2,5,8.314423561096191,0,2
4677,3,9,2,8,9.900269508361816,0,2
4679,3,9,2,10,10.65589427947998,0,2
4680,3,9,2,11,8.028273582458496,0,2
4682,3,9,4,14,5.068184852600098,0,2
4683,3,9,4,15,6.635726451873779,0,2
4684,3,9,5,15,6.552821636199951,0,2
4687,3,9,6,10,9.829665184020996,0,2
4691,3,9,8,12,2.3839919567108154,0,2
4692,3,9,8,15,2.9695944786071777,0,2
4693,3,9,10,7,5.81239652633667,0,2
4694,3,9,10,11,6.68731164932251,0,2
4699,3,9,12,6,-1.9991800785064697,0,2
4704,3,10,2,8,8.292771339416504,0,2
4706,3,10,2,9,10.63302230834961,0,2
4707,3,10,5,0,6.006594657897949,0,2
4708,3,10,5,14,6.803835868835449,0,2
4715,3,10,8,12,-2.775298595428467,0,2
4717,3,10,9,1,2.7221202850341797,0,2
4720,3,10,12,7,0.921091616153717,0,2
4721,3,10,12,11,1.4524624347686768,0,2
4722,3,10,13,7,1.6874024868011475,0,2
4724,3,11,0,9,5.284739017486572,0,2
4726,3,11,2,6,11.134324073791504,0,2
4727,3,11,2,15,5.845077037811279,0,2
4728,3,11,4,1,4.485915660858154,0,2
4729,3,11,5,8,6.404467582702637,0,2
4731,3,11,5,13,6.3281755447387695,0,2
4732,3,11,6,7,4.765299320220947,0,2
4733,3,11,10,8,5.008912086486816,0,2
4735,3,11,12,9,2.2426044940948486,0,2
4736,3,12,0,6,5.79361629486084,0,2
4738,3,12,1,8,11.37012004852295,0,2
4740,3,12,2,8,10.458107948303223,0,2
4741,3,12,2,11,6.761268615722656,0,2
4746,3,12,5,1,6.104983806610107,0,2
4749,3,12,5,6,5.764761924743652,0,2
4751,3,12,5,10,6.658575057983398,0,2
4752,3,12,6,10,10.189714431762695,0,2
4753,3,12,6,14,8.11782169342041,0,2
4757,3,13,0,10,3.6382036209106445,0,2
4758,3,13,0,11,5.419656753540039,0,2
4759,3,13,0,14,6.491284370422363,0,2
4760,3,13,0,15,0.5943012833595276,0,2
4762,3,13,1,11,8.781240463256836,0,2
4763,3,13,2,1,8.060251235961914,0,2
4764,3,13,2,4,11.508665084838867,0,2
4765,3,13,2,9,7.393945693969727,0,2
4766,3,13,4,5,5.735049247741699,0,2
4767,3,13,4,11,5.046341896057129,0,2
4768,3,13,5,1,6.002190589904785,0,2
4770,3,13,5,7,4.855504512786865,0,2
4773,3,13,7,5,-8.419715881347656,0,2
4775,3,13,9,6,4.26756477355957,0,2
4777,3,13,9,8,4.3144659996032715,0,2
4782,3,13,10,8,7.178812026977539,0,2
4801,3,14,0,10,5.879628658294678,0,2
4802,3,14,0,15,6.414682865142822,0,2
4803,3,14,1,13,8.919629096984863,0,2
4804,3,14,4,6,5.110437870025635,0,2
4805,3,14,4,7,5.522917747497559,0,2
4807,3,14,5,8,6.982850551605225,0,2
4809,3,14,8,11,2.8095004558563232,0,2
4810,3,14,12,15,3.262803792953491,0,2
4819,3,15,0,7,7.088919162750244,0,2
4820,3,15,0,9,5.055562496185303,0,2
4821,3,15,1,10,9.637306213378906,0,2
4823,3,15,4,14,4.497492790222168,0,2
4825,3,15,6,7,8.074186325073242,0,2
4828,3,15,8,10,3.4317569732666016,0,2
4829,3,15,9,5,4.810370922088623,0,2
4830,3,15,9,11,5.429810047149658,0,2
4831,3,15,10,7,7.210180759429932,0,2
4833,3,15,12,13,2.793574810028076,0,2
4834,3,15,14,13,5.835562229156494,0,2
4855,3,0,4,13,2.938859462738037,0,3
4859,3,0,4,14,4.050158977508545,0,3
4884,3,0,12,13,-2.319397211074829,0,0
4885,3,1,0,2,0.08596217632293701,0,3
4892,3,1,0,5,-4.444802761077881,0,0
4894,3,1,2,5,2.6843574047088623,0,3
4900,3,1,2,8,7.843518257141113,0,0
4917,3,1,4,7,-3.1337335109710693,0,1
4922,3,1,7,8,10.506181716918945,0,0
4925,3,1,9,5,4.1633524894714355,0,0
4928,3,1,10,0,-0.2138112485408783,0,0
4936,3,1,10,5,0.11864534020423889,0,0
4958,3,1,14,9,5.774420738220215,0,0
4980,3,1,15,2,-0.30276164412498474,0,0
5010,3,2,9,6,1.0906416177749634,0,3
5024,3,2,14,7,2.461160182952881,0,1
5027,3,4,0,2,4.525174617767334,0,2
5030,3,4,0,9,-5.125879764556885,0,0
5034,3,4,5,10,4.299295902252197,0,3
5045,3,4,8,11,-1.3933318853378296,0,0
5058,3,4,8,15,-0.034773170948028564,0,3
5065,3,4,12,10,1.3576326370239258,0,3
5078,3,4,14,15,1.1697747707366943,0,3
5085,3,5,2,15,8.1039400100708,0,0
5087,3,5,4,9,4.482596397399902,0,0
5100,3,5,13,7,0.9072808027267456,0,1
5105,3,6,0,12,-2.4101500511169434,0,0
5106,3,6,1,4,6.895744800567627,0,3
5111,3,6,1,13,5.58519983291626,0,0
5113,3,6,5,10,5.510598182678223,0,0
5117,3,6,8,4,1.2893707752227783,0,3
5118,3,6,9,7,-0.13342949748039246,0,0
5120,3,6,10,1,4.945845127105713,0,0
5131,3,6,13,14,1.9686927795410156,0,0
5139,3,7,0,5,0.9552189707756042,0,3
5148,3,7,11,6,3.4138681888580322,0,3
5153,3,7,11,8,5.977700233459473,0,3
5155,3,7,11,10,3.7985382080078125,0,0
5158,3,7,15,10,-2.2881393432617188,0,3
5161,3,8,0,2,5.534541606903076,0,0
5182,3,8,0,11,-7.1521735191345215,0,0
5186,3,8,4,10,3.2339353561401367,0,0
5187,3,8,4,15,-5.690909385681152,0,3
5218,3,8,5,2,5.383694648742676,0,0
5225,3,8,5,6,-0.0037914104759693146,0,3
5228,3,8,5,13,0.8620137572288513,0,0
5230,3,8,14,6,2.207745313644409,0,3
5242,3,8,15,7,3.032667398452759,0,1
5258,3,8,15,14,3.780874013900757,0,3
5266,3,9,0,5,1.2043153047561646,0,3
5273,3,9,1,11,-0.32016217708587646,0,0
5309,3,9,4,2,1.733096957206726,0,2
5330,3,9,7,10,8.986458778381348,0,0
5331,3,9,8,1,0.5788699388504028,0,0
5335,3,9,8,5,1.4706445932388306,0,0
5340,3,9,14,7,6.252113342285156,0,1
5343,3,10,6,13,8.488639831542969,0,0
5375,3,10,11,7,6.27731990814209,0,1
5384,3,10,12,8,-4.374123573303223,0,0
5390,3,10,14,7,3.922538995742798,0,1
5394,3,10,15,6,2.640933036804199,0,0
5412,3,11,0,15,-2.0818076133728027,0,0
5432,3,12,4,5,-2.080340623855591,0,0
5435,3,12,7,13,7.888819694519043,0,3
5447,3,12,9,10,4.927463531494141,0,0
5452,3,12,9,13,-0.6220752000808716,0,0
5460,3,12,13,2,2.2831201553344727,0,3
5463,3,13,0,5,-1.3173131942749023,0,0
5464,3,13,1,2,6.735253810882568,0,2
5488,3,13,5,2,3.739924192428589,0,2
5498,3,13,5,6,6.317920684814453,0,3
5507,3,13,5,12,5.828864097595215,0,0
5510,3,13,9,11,-6.540447235107422,0,0
5522,3,13,10,11,-1.186662197113037,0,3
5534,3,14,0,1,2.4650402069091797,0,3
5542,3,14,0,8,-5.806118965148926,0,0
5544,3,14,1,15,2.127694606781006,0,0
5555,3,14,8,4,-0.9238551259040833,0,3
5576,3,14,9,6,2.538166046142578,0,0
5587,3,15,0,6,5.220572471618652,0,3
5594,3,15,0,12,-4.089481830596924,0,0
5595,3,15,1,2,4.429843902587891,0,3
5606,3,15,4,5,-0.07082682102918625,0,3
5614,3,15,5,2,0.5453839898109436,0,2
5625,3,15,10,9,4.543818950653076,0,3
5632,3,15,10,13,-7.74435567855835,0,3
5637,3,0,1,2,6.850425720214844,0,1
5638,3,0,2,14,5.9662981033325195,0,1
5639,3,0,5,9,2.8967864513397217,0,1
5641,3,0,5,13,6.240592956542969,0,1
5642,3,0,7,4,8.4623441696167,0,1
5643,3,0,7,8,9.649528503417969,0,1
5644,3,0,7,12,10.096405982971191,0,1
5646,3,0,7,14,9.6968994140625,0,1
5647,3,0,9,11,4.558826923370361,0,1
5648,3,0,10,12,7.830601692199707,0,1
5649,3,0,11,1,7.989804267883301,0,1
5650,3,0,11,4,8.926464080810547,0,1
5651,3,0,11,10,7.874749183654785,0,1
5655,3,0,11,15,-1.3050978183746338,0,1
5656,3,0,12,2,1.6571195125579834,0,1
5657,3,0,12,8,1.8693358898162842,0,1
5658,3,0,14,1,5.59052038192749,0,1
5659,3,0,15,5,5.04622220993042,0,1
5661,3,0,15,10,5.556670188903809,0,1
5662,3,1,5,4,6.505972385406494,0,1
5663,3,1,7,6,8.458145141601562,0,1
5665,3,1,8,2,-1.673037052154541,0,1
5666,3,1,10,15,6.03952169418335,0,1
5667,3,1,11,0,6.965760231018066,0,1
5668,3,1,11,4,6.628253936767578,0,1
5669,3,1,11,6,6.189905166625977,0,1
5670,3,1,11,12,8.164772033691406,0,1
5671,3,1,12,2,2.8457558155059814,0,1
5673,3,1,12,6,1.7084835767745972,0,1
5674,3,1,12,13,2.3834385871887207,0,1
5675,3,1,14,4,5.781754493713379,0,1
5676,3,1,14,6,4.140167236328125,0,1
5677,3,1,14,11,2.21864652633667,0,1
5678,3,1,14,15,3.9081521034240723,0,1
5679,3,1,15,12,3.9409070014953613,0,1
5680,3,1,15,13,6.329096794128418,0,1
5682,3,2,0,13,-5.430523872375488,0,1
5683,3,2,1,5,0.8081066012382507,0,1
5687,3,2,4,1,3.740116834640503,0,1
5688,3,2,5,1,2.798269510269165,0,1
5689,3,2,5,4,5.958054542541504,0,1
5692,3,2,5,9,0.46873629093170166,0,1
5693,3,2,6,9,8.436477661132812,0,1
5694,3,2,6,12,9.47323226928711,0,1
5695,3,2,7,5,9.031379699707031,0,1
5696,3,2,7,11,7.358558177947998,0,1
5697,3,2,8,6,2.6589553356170654,0,1
5698,3,2,10,14,5.741278648376465,0,1
5700,3,2,13,8,2.2608273029327393,0,1
5701,3,2,14,1,4.380016326904297,0,1
5702,3,2,14,12,4.316349983215332,0,1
5703,3,2,15,0,6.638463497161865,0,1
5704,3,4,0,12,-4.257219314575195,0,1
5705,3,4,5,2,6.285477161407471,0,1
5706,3,4,6,12,8.481388092041016,0,1
5708,3,4,7,1,9.74769115447998,0,1
5709,3,4,7,11,10.620302200317383,0,1
5712,3,4,8,6,0.27034303545951843,0,1
5713,3,4,9,15,5.3354692459106445,0,1
5714,3,4,11,0,8.076299667358398,0,1
5716,3,4,11,6,8.354674339294434,0,1
5717,3,4,11,8,6.078206539154053,0,1
5719,3,4,11,10,7.147030353546143,0,1
5720,3,4,12,1,4.041925430297852,0,1
5725,3,4,12,5,4.5401530265808105,0,1
5726,3,4,12,13,1.2104848623275757,0,1
5728,3,4,13,6,4.05187463760376,0,1
5731,3,4,13,9,2.219813346862793,0,1
5732,3,4,13,12,4.141989231109619,0,1
5733,3,4,14,9,6.145301342010498,0,1
5734,3,4,15,5,6.326628684997559,0,1
5735,3,4,15,10,10.005077362060547,0,1
5736,3,5,0,9,3.1721112728118896,0,1
5738,3,5,2,0,4.862147808074951,0,1
5739,3,5,7,0,9.955175399780273,0,1
5740,3,5,7,2,8.831727981567383,0,1
5741,3,5,7,10,9.216910362243652,0,1
5742,3,5,7,11,8.8710355758667,0,1
5745,3,5,8,14,2.413398504257202,0,1
5746,3,5,9,12,4.5770769119262695,0,1
5747,3,5,10,9,6.311432838439941,0,1
5749,3,5,10,11,5.497774600982666,0,1
5752,3,5,11,6,6.262321472167969,0,1
5753,3,5,11,14,7.183752536773682,0,1
5754,3,5,12,4,2.6232471466064453,0,1
5755,3,5,12,6,0.6604230403900146,0,1
5761,3,5,12,13,1.19168221950531,0,1
5762,3,5,13,8,2.5953683853149414,0,1
5763,3,5,14,4,5.025796890258789,0,1
5764,3,5,15,1,4.349191665649414,0,1
5765,3,5,15,11,2.810532808303833,0,1
5766,3,6,1,2,6.443038463592529,0,1
5767,3,6,7,8,9.011934280395508,0,1
5768,3,6,7,10,-0.48260799050331116,0,1
5769,3,6,7,11,6.69998025894165,0,1
5770,3,6,7,12,8.817105293273926,0,1
5773,3,6,7,14,11.108047485351562,0,1
5778,3,6,8,13,4.713906288146973,0,1
5779,3,6,10,0,5.5002827644348145,0,1
5780,3,6,10,9,1.977060317993164,0,1
5781,3,6,10,11,5.78825044631958,0,1
5782,3,6,10,15,5.391324043273926,0,1
5783,3,6,11,10,1.783794641494751,0,1
5784,3,6,13,1,4.415364742279053,0,1
5785,3,6,14,10,4.64342737197876,0,1
5786,3,6,15,2,5.561158657073975,0,1
5788,3,6,15,4,4.169483661651611,0,1
5790,3,6,15,10,7.277846336364746,0,1
5792,3,6,15,11,2.4053239822387695,0,1
5793,3,6,15,12,4.501599311828613,0,1
5794,3,7,6,9,8.095663070678711,0,1
5795,3,7,12,5,-0.4132416248321533,0,1
5796,3,7,13,8,3.9067211151123047,0,1
5797,3,7,15,1,3.195220470428467,0,1
5798,3,8,7,4,8.861626625061035,0,1
5799,3,8,7,10,8.712154388427734,0,1
5801,3,8,7,11,10.198052406311035,0,1
5802,3,8,7,14,10.368316650390625,0,1
5803,3,8,10,6,5.551426410675049,0,1
5804,3,8,11,1,6.8056840896606445,0,1
5805,3,8,11,2,5.14442777633667,0,1
5807,3,8,11,6,7.455545425415039,0,1
5808,3,8,12,5,2.0306155681610107,0,1
5809,3,8,13,14,2.9943630695343018,0,1
5810,3,8,15,2,6.6826019287109375,0,1
5811,3,8,15,5,7.116436958312988,0,1
5812,3,8,15,10,6.226147651672363,0,1
5813,3,9,4,6,-2.6049163341522217,0,1
5814,3,9,5,1,-5.797144889831543,0,1
5817,3,9,5,2,9.92204761505127,0,1
5818,3,9,7,0,9.921185493469238,0,1
5819,3,9,10,0,7.971569061279297,0,1
5820,3,9,10,13,4.917673110961914,0,1
5822,3,9,11,2,7.4701762199401855,0,1
5823,3,9,11,8,8.514625549316406,0,1
5824,3,9,11,13,5.9050774574279785,0,1
5825,3,9,12,1,1.1697572469711304,0,1
5828,3,9,12,8,-1.6923599243164062,0,1
5830,3,9,12,13,1.7177846431732178,0,1
5831,3,9,13,0,2.0863871574401855,0,1
5832,3,9,13,5,3.5039098262786865,0,1
5833,3,9,14,13,6.166462421417236,0,1
5834,3,9,15,10,4.6573967933654785,0,1
5835,3,9,15,13,6.037155628204346,0,1
5836,3,10,2,14,4.2676286697387695,0,1
5837,3,10,5,2,6.293553829193115,0,1
5838,3,10,6,5,9.181468963623047,0,1
5839,3,10,7,6,9.38024616241455,0,1
5840,3,10,7,12,10.251062393188477,0,1
5841,3,10,7,14,10.702055931091309,0,1
5842,3,10,8,11,-8.30490493774414,0,1
5843,3,10,9,2,4.96244478225708,0,1
5846,3,10,11,4,-0.227762371301651,0,1
5847,3,10,11,5,9.637797355651855,0,1
5848,3,10,11,8,7.067696571350098,0,1
5850,3,10,11,9,7.586843967437744,0,1
5851,3,10,11,14,7.158644199371338,0,1
5852,3,10,12,1,1.5682768821716309,0,1
5853,3,10,12,2,2.145052194595337,0,1
5855,3,10,12,13,-7.164196968078613,0,1
5857,3,10,15,0,6.081708908081055,0,1
5858,3,10,15,5,0.4000471830368042,0,1
5859,3,10,15,9,2.286853075027466,0,1
5860,3,11,6,1,8.250603675842285,0,1
5861,3,11,7,5,7.344371795654297,0,1
5863,3,11,7,8,10.537165641784668,0,1
5864,3,11,7,12,3.3347506523132324,0,1
5865,3,11,7,14,10.381903648376465,0,1
5866,3,11,7,15,7.827145099639893,0,1
5867,3,11,9,8,4.380251884460449,0,1
5869,3,11,12,1,2.2633514404296875,0,1
