,Q1_arr,Q2_arr,Action,Reward,Done,Q_max,X,Y,Gamma
177,2.13/4.45/2.54/3.03,2.09/3.26/1.99/1.07,0.0,-1.0,0.0,3.2628188133239746,2.1319339275360107,1.9365367889404297,0.9
178,6.3/3.04/3.17/6.34,8.33/4.13/5.21/7.31,3.0,-1.0,0.0,8.326857566833496,6.342625617980957,6.494171619415283,0.9
179,3.21/3.16/4.6/3.35,3.23/3.24/4.67/3.34,0.0,-1.0,0.0,4.6721601486206055,3.2060747146606445,3.204944133758545,0.9
180,4.59/4.2/3.12/4.11,4.59/4.2/3.07/4.13,2.0,-1.0,0.0,4.594094276428223,3.1168265342712402,3.1346845626831055,0.9
181,4.9/7.79/5.87/7.28,4.73/7.75/5.86/7.24,2.0,-1.0,0.0,7.745563507080078,5.871637344360352,5.971006870269775,0.9
182,0.91/1.56/0.74/1.55,1.12/2.78/1.59/1.47,1.0,-1.0,0.0,2.7790913581848145,1.562793493270874,1.5011820793151855,0.9
183,4.78/5.96/6.19/4.02,1.36/4.56/6.3/3.67,0.0,-1.0,0.0,6.303332328796387,4.777043342590332,4.672998905181885,0.9
184,10.0/7.09/7.78/8.06,6.86/6.73/7.84/8.24,0.0,10.0,1.0,8.237431526184082,9.996657371520996,10.0,0.9
185,1.91/1.8/1.93/3.19,1.87/1.78/1.87/3.15,0.0,-1.0,0.0,3.1509101390838623,1.9115915298461914,1.8358190059661865,0.9
186,5.78/8.28/10.0/8.16,5.79/8.28/10.01/8.18,3.0,-1.0,0.0,10.006903648376465,8.15908145904541,8.006213188171387,0.9
187,9.89/6.62/6.46/9.04,7.94/8.02/7.07/8.13,0.0,10.0,1.0,8.134679794311523,9.891219139099121,10.0,0.9
188,1.5/1.86/2.95/6.12,7.97/4.53/4.76/5.54,3.0,-1.0,0.0,7.968379974365234,6.119976997375488,6.171541690826416,0.9
189,7.92/6.47/6.37/8.01,7.61/6.21/7.36/10.13,0.0,-1.0,0.0,10.127362251281738,7.9227471351623535,8.114625930786133,0.9
190,-8.84/-8.88/-13.78/-9.19,-8.83/-8.79/-8.76/-8.93,0.0,-1.0,0.0,-8.761930465698242,-8.83558464050293,-8.885737419128418,0.9
191,2.29/1.09/6.24/2.63,4.0/5.05/8.01/4.51,2.0,-1.0,0.0,8.01049518585205,6.244837760925293,6.209445476531982,0.9
192,4.08/1.77/2.01/4.48,0.52/1.54/2.93/6.07,3.0,-1.0,0.0,6.070877552032471,4.478076457977295,4.463789463043213,0.9
193,4.37/2.49/2.31/3.11,6.13/3.0/2.51/4.79,0.0,-1.0,0.0,6.130688190460205,4.37233304977417,4.5176191329956055,0.9
194,6.59/7.86/10.05/7.71,4.42/4.57/4.83/7.59,2.0,10.0,1.0,7.588776588439941,10.052217483520508,10.0,0.9
195,6.6/8.07/5.85/10.35,6.09/2.55/6.07/3.25,3.0,10.0,1.0,6.09478759765625,10.352381706237793,10.0,0.9
196,6.37/4.82/4.78/4.2,8.2/6.57/7.39/4.1,0.0,-1.0,0.0,8.19577693939209,6.367819309234619,6.376199245452881,0.9
197,7.49/9.94/6.6/6.91,5.08/6.4/4.15/4.83,1.0,10.0,1.0,6.401918888092041,9.940570831298828,10.0,0.9
198,2.94/6.25/-3.04/3.57,4.49/8.14/4.86/7.31,1.0,-1.0,0.0,8.136497497558594,6.254714012145996,6.322847366333008,0.9
199,5.03/1.41/4.06/5.24,4.38/1.91/4.93/6.43,0.0,-1.0,0.0,6.432492733001709,5.034511089324951,4.789243221282959,0.9
