,Epochs,Current_State,Next_State,Reward,Epsilon_Boolean,Epsilon,Action,Current_Q_Value,Next_Q_Value,Reawrd_Plus_Next_Q_Value,Loss,Pit_Position,Goal_Position,Wall_Position,CurWeight[0],CurWeight[1],CurWeight[2],CurWeight[3],NextWeight[0],NextWeight[1],NextWeight[2],NextWeight[3],Step
117,145,4,0,10,0,0.09999999999999754,0,9.840658187866211,5.400870323181152,10.0,0.025389812886714935,1,0,5,-0.037948,-0.037948,-0.037948,-0.037948,-0.037933,-0.109774,0.097184,-0.032813,3499
118,146,3,7,-1,0,0.09999999999999754,1,-0.32177674770355225,1.1306437253952026,0.017579317092895508,0.11516253650188446,1,0,5,-0.037933,-0.037933,-0.037933,-0.037933,-0.037921,-0.109842,0.097265,-0.032782,3500
119,146,7,6,-1,0,0.09999999999999754,2,1.144407868385315,2.1125285625457764,0.901275634765625,0.0591132827103138,1,0,5,-0.037921,-0.037921,-0.037921,-0.037921,-0.037909,-0.109903,0.097306,-0.032753,3501
120,146,6,10,-1,0,0.09999999999999754,1,2.111123561859131,4.499172210693359,3.049254894256592,0.8800904154777527,1,0,5,-0.037909,-0.037909,-0.037909,-0.037909,-0.037899,-0.109699,0.097343,-0.032727,3502
121,146,10,6,-1,1,0.09999999999999754,0,2.2883729934692383,1.7041739225387573,0.5337564945220947,3.078679084777832,1,0,5,-0.037899,-0.037899,-0.037899,-0.037899,-0.03805,-0.109516,0.097377,-0.032704,3503
122,146,6,10,-1,0,0.09999999999999754,1,1.6880186796188354,4.801835536956787,3.3216519355773926,2.668757677078247,1,0,5,-0.03805,-0.03805,-0.03805,-0.03805,-0.038185,-0.108906,0.097407,-0.032683,3504
123,146,10,14,-1,1,0.09999999999999754,1,2.5038554668426514,3.2522740364074707,1.927046537399292,0.33270853757858276,1,0,5,-0.038185,-0.038185,-0.038185,-0.038185,-0.038308,-0.108514,0.097435,-0.032665,3505
124,146,14,13,-1,0,0.09999999999999754,2,3.2432987689971924,5.23857307434082,3.7147154808044434,0.22223371267318726,1,0,5,-0.038308,-0.038308,-0.038308,-0.038308,-0.038418,-0.108162,0.097519,-0.032648,3506
125,146,13,14,-1,1,0.09999999999999754,3,2.933048963546753,3.515617609024048,2.164055824279785,0.5913504362106323,1,0,5,-0.038418,-0.038418,-0.038418,-0.038418,-0.038517,-0.107845,0.097595,-0.032838,3507
126,146,14,13,-1,0,0.09999999999999754,2,3.5307328701019287,5.631259918212891,4.06813383102417,0.28879979252815247,1,0,5,-0.038517,-0.038517,-0.038517,-0.038517,-0.038607,-0.10756,0.097733,-0.033009,3508
127,146,13,12,-1,0,0.09999999999999754,2,5.658633232116699,6.136577606201172,4.522919654846191,1.28984534740448,1,0,5,-0.038607,-0.038607,-0.038607,-0.038607,-0.038687,-0.107303,0.097711,-0.033163,3509
128,146,12,8,-1,0,0.09999999999999754,0,6.094359397888184,7.685389995574951,5.916851043701172,0.031509216874837875,1,0,5,-0.038687,-0.038687,-0.038687,-0.038687,-0.038776,-0.107071,0.097692,-0.033301,3510
129,146,8,4,-1,0,0.09999999999999754,0,7.646915435791016,9.782646179199219,7.804381370544434,0.024795521050691605,1,0,5,-0.038776,-0.038776,-0.038776,-0.038776,-0.038841,-0.106863,0.097675,-0.033426,3511
130,146,4,0,10,0,0.09999999999999754,0,9.7579984664917,5.370232105255127,10.0,0.05856474116444588,1,0,5,-0.038841,-0.038841,-0.038841,-0.038841,-0.038878,-0.106675,0.097659,-0.033539,3512
131,147,3,7,-1,0,0.09999999999999754,1,-0.39390283823013306,1.2681944370269775,0.14137494564056396,0.2865222990512848,1,0,5,-0.038878,-0.038878,-0.038878,-0.038878,-0.038911,-0.10636,0.097645,-0.03364,3513
132,147,7,6,-1,1,0.09999999999999754,2,1.0633876323699951,2.088418960571289,0.8795770406723022,0.033786334097385406,1,0,5,-0.038911,-0.038911,-0.038911,-0.038911,-0.038941,-0.106075,0.097609,-0.033731,3514
133,147,6,10,-1,0,0.09999999999999754,1,2.1166505813598633,4.215249061584473,2.7937240600585938,0.4584285020828247,1,0,5,-0.038941,-0.038941,-0.038941,-0.038941,-0.038968,-0.105635,0.097576,-0.033813,3515
134,147,10,9,-1,0,0.09999999999999754,2,4.211817264556885,6.238316059112549,4.6144843101501465,0.16214075684547424,1,0,5,-0.038968,-0.038968,-0.038968,-0.038968,-0.038992,-0.105238,0.097598,-0.033887,3516
135,147,9,8,-1,0,0.09999999999999754,2,6.251131534576416,7.527972221374512,5.775174617767334,0.22653499245643616,1,0,5,-0.038992,-0.038992,-0.038992,-0.038992,-0.039014,-0.104881,0.097557,-0.033954,3517
136,147,8,4,-1,0,0.09999999999999754,0,7.533161163330078,9.408891677856445,7.4680023193359375,0.004245675168931484,1,0,5,-0.039014,-0.039014,-0.039014,-0.039014,-0.039039,-0.104559,0.09752,-0.034014,3518
137,147,4,0,10,0,0.09999999999999754,0,9.410139083862305,5.31385612487793,10.0,0.34793591499328613,1,0,5,-0.039039,-0.039039,-0.039039,-0.039039,-0.039008,-0.104269,0.097487,-0.034067,3519
138,148,3,7,-1,0,0.09999999999999754,1,0.5346212983131409,1.3416361808776855,0.207472562789917,0.10702629387378693,1,0,5,-0.039008,-0.039008,-0.039008,-0.039008,-0.03898,-0.104098,0.097457,-0.034116,3520
139,148,7,11,-1,0,0.09999999999999754,1,1.3651090860366821,2.896894931793213,1.6072053909301758,0.058610621839761734,1,0,5,-0.03898,-0.03898,-0.03898,-0.03898,-0.038954,-0.103878,0.09743,-0.03416,3521
140,148,11,10,-1,0,0.09999999999999754,2,2.909193277359009,4.530673027038574,3.077605724334717,0.028362752869725227,1,0,5,-0.038954,-0.038954,-0.038954,-0.038954,-0.038932,-0.10368,0.097428,-0.034199,3522
141,148,10,6,-1,1,0.09999999999999754,0,1.6339821815490723,2.6990203857421875,1.4291183948516846,0.0419691726565361,1,0,5,-0.038932,-0.038932,-0.038932,-0.038932,-0.03893,-0.103501,0.097425,-0.034235,3523
142,148,6,10,-1,0,0.09999999999999754,1,2.726590394973755,4.276295185089111,2.848665475845337,0.014902325347065926,1,0,5,-0.03893,-0.03893,-0.03893,-0.03893,-0.038928,-0.103307,0.097423,-0.034267,3524
143,148,10,9,-1,0,0.09999999999999754,2,4.283290386199951,6.189441680908203,4.570497512817383,0.08248793333768845,1,0,5,-0.038928,-0.038928,-0.038928,-0.038928,-0.038927,-0.103131,0.097458,-0.034295,3525
144,148,9,8,-1,0,0.09999999999999754,2,6.201983451843262,7.725648403167725,5.953083515167236,0.061951179057359695,1,0,5,-0.038927,-0.038927,-0.038927,-0.038927,-0.038926,-0.102974,0.097458,-0.034321,3526
145,148,8,4,-1,0,0.09999999999999754,0,7.7355055809021,9.74274730682373,7.768472671508789,0.0010868291137740016,1,0,5,-0.038926,-0.038926,-0.038926,-0.038926,-0.038922,-0.102832,0.097457,-0.034345,3527
146,148,4,0,10,0,0.09999999999999754,0,9.754472732543945,5.222837924957275,10.0,0.060283638536930084,1,0,5,-0.038922,-0.038922,-0.038922,-0.038922,-0.038895,-0.102704,0.097457,-0.034366,3528
147,149,3,7,-1,0,0.09999999999999754,1,0.4686024785041809,1.2882883548736572,0.15945947170257568,0.09556940197944641,1,0,5,-0.038895,-0.038895,-0.038895,-0.038895,-0.038871,-0.102674,0.097456,-0.034385,3529
148,149,7,6,-1,1,0.09999999999999754,2,0.5297367572784424,2.620556116104126,1.3585004806518555,0.6868492960929871,1,0,5,-0.038871,-0.038871,-0.038871,-0.038871,-0.03885,-0.102647,0.097563,-0.034402,3530
149,149,6,10,-1,0,0.09999999999999754,1,2.6497902870178223,4.55021858215332,3.0951967239379883,0.19838689267635345,1,0,5,-0.03885,-0.03885,-0.03885,-0.03885,-0.038831,-0.1025,0.097659,-0.034417,3531
150,149,10,9,-1,0,0.09999999999999754,2,4.608381748199463,6.203545093536377,4.583190441131592,0.0006346019799821079,1,0,5,-0.038831,-0.038831,-0.038831,-0.038831,-0.038813,-0.102368,0.097742,-0.034431,3532
151,149,9,8,-1,0,0.09999999999999754,2,6.229708194732666,7.723736763000488,5.9513630867004395,0.07747600227594376,1,0,5,-0.038813,-0.038813,-0.038813,-0.038813,-0.038798,-0.102249,0.097781,-0.034443,3533
152,149,8,4,-1,0,0.09999999999999754,0,7.74458646774292,9.904206275939941,7.913784980773926,0.028628136962652206,1,0,5,-0.038798,-0.038798,-0.038798,-0.038798,-0.038768,-0.102141,0.097816,-0.034454,3534
153,149,4,0,10,0,0.09999999999999754,0,9.931476593017578,5.863259315490723,10.0,0.00469545740634203,1,0,5,-0.038768,-0.038768,-0.038768,-0.038768,-0.038735,-0.102045,0.097847,-0.034465,3535
154,150,3,7,-1,0,0.09999999999999754,1,1.187745451927185,1.8996553421020508,0.709689736366272,0.22853726148605347,1,0,5,-0.038735,-0.038735,-0.038735,-0.038735,-0.038705,-0.10209,0.097876,-0.034474,3536
155,150,7,11,-1,0,0.09999999999999754,1,1.905793309211731,3.5395822525024414,2.18562388420105,0.07830514758825302,1,0,5,-0.038705,-0.038705,-0.038705,-0.038705,-0.038678,-0.102053,0.097901,-0.034482,3537
156,150,11,15,-1,1,0.09999999999999754,1,2.495041608810425,3.1210291385650635,1.8089261054992676,0.470754474401474,1,0,5,-0.038678,-0.038678,-0.038678,-0.038678,-0.038654,-0.102209,0.097924,-0.034489,3538
157,150,15,14,-1,0,0.09999999999999754,2,3.1324222087860107,4.498955249786377,3.0490593910217285,0.006949359551072121,1,0,5,-0.038654,-0.038654,-0.038654,-0.038654,-0.038632,-0.10235,0.097934,-0.034496,3539
158,150,14,13,-1,0,0.09999999999999754,2,4.502070903778076,5.502131938934326,3.951918601989746,0.3026675581932068,1,0,5,-0.038632,-0.038632,-0.038632,-0.038632,-0.038612,-0.102476,0.097872,-0.034502,3540
159,150,13,12,-1,0,0.09999999999999754,2,5.4731974601745605,7.252664089202881,5.527397632598877,0.002937658689916134,1,0,5,-0.038612,-0.038612,-0.038612,-0.038612,-0.038594,-0.10259,0.097823,-0.034507,3541
160,150,12,8,-1,0,0.09999999999999754,0,7.244501113891602,8.000181198120117,6.200162887573242,1.0906423330307007,1,0,5,-0.038594,-0.038594,-0.038594,-0.038594,-0.038676,-0.102693,0.097779,-0.034512,3542
161,150,8,4,-1,1,0.09999999999999754,0,7.945160388946533,10.141031265258789,8.126928329467773,0.03303958475589752,1,0,5,-0.038676,-0.038676,-0.038676,-0.038676,-0.038732,-0.102785,0.097739,-0.034516,3543
162,150,4,8,-1,1,0.09999999999999754,1,6.661771774291992,7.816794395446777,6.035114765167236,0.3926990032196045,1,0,5,-0.038732,-0.038732,-0.038732,-0.038732,-0.038783,-0.103041,0.097703,-0.03452,3544
163,150,8,4,-1,0,0.09999999999999754,0,7.773658275604248,9.988299369812012,7.989469528198242,0.04657449573278427,1,0,5,-0.038783,-0.038783,-0.038783,-0.038783,-0.038808,-0.103272,0.097671,-0.034524,3545
164,150,4,0,10,0,0.09999999999999754,0,9.960283279418945,5.656098365783691,10.0,0.001577417948283255,1,0,5,-0.038808,-0.038808,-0.038808,-0.038808,-0.038828,-0.103479,0.097642,-0.034527,3546
